741,0.0206,1,100,99,0
741,0.02,1,100,99,0
741,0.0192,1,100,99,0
741,0.0174,1,100,99,0
741,0.0187,1,100,99,0
743,0.2001,1,100,99,0
743,0.1804,1,100,99,0
743,0.217,1,100,99,0
743,0.2104,1,100,99,0
743,0.2031,1,100,99,0
744,0.0305,1,100,149,0
744,0.0272,1,100,149,0
744,0.0283,1,100,149,0
744,0.0297,1,100,149,0
744,0.0266,1,100,149,0
746,0.2376,1,100,149,0
746,0.2648,1,100,149,0
746,0.2697,1,100,149,0
746,0.3012,1,100,149,0
746,0.2538,1,100,149,0
747,0.0401,1,100,199,0
747,0.0395,1,100,199,0
747,0.0397,1,100,199,0
747,0.041,1,100,199,0
747,0.0403,1,100,199,0
749,0.2934,1,100,199,0
749,0.2945,1,100,199,0
749,0.303,1,100,199,0
749,0.3184,1,100,199,0
749,0.3226,1,100,199,0
750,0.0405,1,100,249,0
750,0.0444,1,100,249,0
750,0.0451,1,100,249,0
750,0.0611,1,100,249,0
750,0.0475,1,100,249,0
752,0.3551,1,100,249,0
752,0.3624,1,100,249,0
752,0.3781,1,100,249,0
752,0.3377,1,100,249,0
752,0.3649,1,100,249,0
753,0.0655,1,100,299,0
753,0.0637,1,100,299,0
753,0.0557,1,100,299,0
753,0.0708,1,100,299,0
753,0.0728,1,100,299,0
755,0.3789,1,100,299,0
755,0.3846,1,100,299,0
755,0.3848,1,100,299,0
755,0.3936,1,100,299,0
755,0.3879,1,100,299,0
756,0.0678,1,100,349,0
756,0.0592,1,100,349,0
756,0.0643,1,100,349,0
756,0.0672,1,100,349,0
756,0.0689,1,100,349,0
758,0.4249,1,100,349,0
758,0.4033,1,100,349,0
758,0.3869,1,100,349,0
758,0.4081,1,100,349,0
758,0.4308,1,100,349,0
759,0.0909,1,100,399,0
759,0.0797,1,100,399,0
759,0.0854,1,100,399,0
759,0.0837,1,100,399,0
759,0.0776,1,100,399,0
761,0.5251,1,100,399,0
761,0.4934,1,100,399,0
761,0.4664,1,100,399,0
761,0.4924,1,100,399,0
761,0.4835,1,100,399,0
762,0.0933,1,100,449,0
762,0.0909,1,100,449,0
762,0.0962,1,100,449,0
762,0.0961,1,100,449,0
762,0.0969,1,100,449,0
764,0.5706,1,100,449,0
764,0.5463,1,100,449,0
764,0.5397,1,100,449,0
764,0.5816,1,100,449,0
764,0.5723,1,100,449,0
765,0.1099,1,100,499,0
765,0.1116,1,100,499,0
765,0.1035,1,100,499,0
765,0.1136,1,100,499,0
765,0.1081,1,100,499,0
767,0.5857,1,100,499,0
767,0.5674,1,100,499,0
767,0.5965,1,100,499,0
767,0.6185,1,100,499,0
767,0.6105,1,100,499,0
768,0.1368,1,100,549,0
768,0.1239,1,100,549,0
768,0.1214,1,100,549,0
768,0.1276,1,100,549,0
768,0.1381,1,100,549,0
770,0.7287,1,100,549,0
770,0.6916,1,100,549,0
770,0.7092,1,100,549,0
770,0.7254,1,100,549,0
770,0.7135,1,100,549,0
771,0.1592,1,100,599,0
771,0.1465,1,100,599,0
771,0.1715,1,100,599,0
771,0.1472,1,100,599,0
771,0.1507,1,100,599,0
773,0.7887,1,100,599,0
773,0.8086,1,100,599,0
773,0.799,1,100,599,0
773,0.9723,1,100,599,0
773,0.7556,1,100,599,0
774,0.1512,1,100,649,0
774,0.1737,1,100,649,0
774,0.135,1,100,649,0
