72,0.0436,1,20,147,0
72,0.038,1,20,147,0
72,0.0376,1,20,147,0
72,0.0391,1,20,147,0
72,0.0397,1,20,147,0
74,0.2264,1,20,147,0
74,0.2024,1,20,147,0
74,0.2235,1,20,147,0
74,0.2257,1,20,147,0
74,0.2219,1,20,147,0
75,0.3429,1,40,594,0
75,0.2346,1,40,594,0
75,0.2518,1,40,594,0
75,0.2536,1,40,594,0
75,0.2532,1,40,594,0
77,1.079,1,40,594,0
77,1.0156,1,40,594,0
77,1.0351,1,40,594,0
77,0.9492,1,40,594,0
77,1.0519,1,40,594,0
78,0.7023,1,60,1342,0
78,0.753,1,60,1342,0
78,0.7605,1,60,1342,0
78,0.7479,1,60,1342,0
78,0.7485,1,60,1342,0
80,3.0983,1,60,1342,0
80,3.115,1,60,1342,0
80,3.0438,1,60,1342,0
80,3.1506,1,60,1342,0
80,3.0663,1,60,1342,0
81,1.9378,1,80,2389,0
81,1.9911,1,80,2389,0
81,2.0189,1,80,2389,0
81,1.9379,1,80,2389,0
81,1.9698,1,80,2389,0
83,7.223,1,80,2389,0
83,7.0911,1,80,2389,0
83,7.047,1,80,2389,0
83,7.0659,1,80,2389,0
83,7.0044,1,80,2389,0
84,3.1538,1,100,3737,0
84,3.2587,1,100,3737,0
84,3.2093,1,100,3737,0
84,3.2167,1,100,3737,0
84,3.3022,1,100,3737,0
86,12.3687,1,100,3737,0
86,12.1271,1,100,3737,0
86,12.0475,1,100,3737,0
86,12.2407,1,100,3737,0
86,11.9965,1,100,3737,0
87,5.0188,1,120,5384,0
87,4.8011,1,120,5384,0
87,5.0177,1,120,5384,0
87,4.8962,1,120,5384,0
87,4.8877,1,120,5384,0
89,23.8907,1,120,5384,0
89,19.4919,1,120,5384,0
89,19.4101,1,120,5384,0
89,20.1919,1,120,5384,0
89,18.6345,1,120,5384,0
90,11.8433,1,140,7332,0
90,9.7722,1,140,7332,0
90,8.0842,1,140,7332,0
90,8.0218,1,140,7332,0
90,8.1527,1,140,7332,0
92,33.3104,1,140,7332,0
92,27.7205,1,140,7332,0
92,27.6987,1,140,7332,0
92,27.0321,1,140,7332,0
92,29.584,1,140,7332,0
93,11.7344,1,160,9579,0
93,9.331,1,160,9579,0
93,11.7914,1,160,9579,0
93,10.0148,1,160,9579,0
93,9.5565,1,160,9579,0
95,42.9122,1,160,9579,0
95,38.2177,1,160,9579,0
95,39.2338,1,160,9579,0
95,39.5773,1,160,9579,0
95,40.4713,1,160,9579,0
96,14.5217,1,180,12127,0
96,14.0983,1,180,12127,0
96,14.104,1,180,12127,0
96,15.0956,1,180,12127,0
96,13.8385,1,180,12127,0
98,59.1779,1,180,12127,0
98,52.2667,1,180,12127,0
98,52.4948,1,180,12127,0
98,53.1748,1,180,12127,0
98,52.2614,1,180,12127,0
99,19.9335,1,200,14974,0
99,20.9774,1,200,14974,0
99,17.8796,1,200,14974,0
